age_group,Annual_EIR,pmc_mode,pmc_coverage,rtss_coverage,cm_coverage,pmc_rtss_cov,name,mean_val,median_val,low_val,up_val,min_val,max_val,pmc_mode_fct,yint,yint_min
U2,32,3tp,0,0.8,0.6,0-0.8,clinical_cases_averted,1550.97222222222,1548.98333333333,1522.395,1578.01833333333,1519.6,1583.63333333333,PMC-3,3000,0
U2,32,3tp,0,0.8,0.6,0-0.8,severe_cases_averted,22.8694444444444,22.95,20.765,24.775,20.4,25.6,PMC-3,40,0
U2,32,3tp,0.8,0,0.6,0.8-0,clinical_cases_averted,502.439444444445,501.3,460.386666666667,545.793333333333,439.733333333334,558.433333333333,PMC-3,3000,0
U2,32,3tp,0.8,0,0.6,0.8-0,severe_cases_averted,4.42166666666667,4.23333333333333,2.165,7.54166666666667,-0.666666666666664,7.8,PMC-3,40,0
U2,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,2011.69833333333,2015.5,1963.48,2055.20833333333,1944.6,2069.93333333333,PMC-3,3000,0
U2,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases_averted,26.5488888888889,26.85,23.45,28.4416666666667,22.1666666666667,29.7666666666667,PMC-3,40,0
U2,32,5tp,0.8,0,0.6,0.8-0,clinical_cases_averted,898.195555555556,898.866666666667,866.581666666665,929.743333333333,857.633333333333,934.266666666666,PMC-5,3000,0
U2,32,5tp,0.8,0,0.6,0.8-0,severe_cases_averted,11.0794444444444,11.3833333333333,8.295,13.3516666666667,6.20000000000001,14.0333333333333,PMC-5,40,0
U2,32,5tp,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,2368.51055555556,2369.4,2327.335,2399.65333333333,2318.36666666667,2411.93333333333,PMC-5,3000,0
U2,32,5tp,0.8,0.8,0.6,0.8-0.8,severe_cases_averted,31.1122222222222,31.45,28.4216666666667,33.035,27.3,33.9333333333333,PMC-5,40,0
U2,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases_averted,1334.24555555556,1337.93333333333,1302.82166666667,1361.62,1280.1,1369.2,PMC-7,3000,0
U2,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases_averted,17.9244444444444,17.95,14.9833333333333,20.9366666666667,13.0333333333333,22.3333333333333,PMC-7,40,0
U2,32,7tp2ndyr,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,2818.89222222222,2821.33333333333,2776.89833333333,2857.23666666667,2753.8,2865.23333333333,PMC-7,3000,0
U2,32,7tp2ndyr,0.8,0.8,0.6,0.8-0.8,severe_cases_averted,35.4872222222222,35.5833333333333,33.095,37.615,31.7333333333333,38.1666666666667,PMC-7,40,0
