age_group,Annual_EIR,pmc_mode,pmc_coverage,rtss_coverage,cm_coverage,pmc_rtss_cov,name,mean_val,median_val,low_val,up_val,min_val,max_val,pmc_mode_fct
>0,1,3tp,0,0,0.6,0-0,clinical_cases,96.5083333333333,96.35,93.9633333333333,99.4383333333334,93.7,100.8,None
>0,1,3tp,0,0,0.6,0-0,clinical_cases_averted,0,0,0,0,0,0,None
>0,1,3tp,0,0,0.6,0-0,clinical_cases_pppa,0.0965083333333333,0.09635,0.0939633333333333,0.0994383333333333,0.0937,0.1008,None
>0,1,3tp,0,0,0.6,0-0,New_Clinical_Cases,2895.25,2890.5,2818.9,2983.15,2811,3024,None
>0,1,3tp,0,0,0.6,0-0,New_Severe_Cases,14.5666666666667,14,8,21,5,23,None
>0,1,3tp,0,0,0.6,0-0,PE_clinical_incidence,0,0,0,0,0,0,None
>0,1,3tp,0,0,0.6,0-0,PE_severe_incidence,0,0,0,0,0,0,None
>0,1,3tp,0,0,0.6,0-0,PfHRP2_Prevalence,0.0124176621068343,0.0123656621025361,0.0120002100315004,0.0128337945155618,0.01189452054533,0.0130022831431392,None
>0,1,3tp,0,0,0.6,0-0,severe_cases,0.485555555555556,0.466666666666667,0.266666666666667,0.7,0.166666666666667,0.766666666666667,None
>0,1,3tp,0,0,0.6,0-0,severe_cases_averted,0,0,0,0,0,0,None
>0,1,3tp,0,0,0.6,0-0,severe_cases_pppa,0.000485555555555556,0.000466666666666667,0.000266666666666667,7e-04,0.000166666666666667,0.000766666666666667,None
>0,1,3tp,0,0,0.6,0-0,Statistical_Population,30000,30000,30000,30000,30000,30000,None
>0,1,3tp,0,0.8,0.6,0-0.8,clinical_cases,80.7861111111111,80.85,78.0533333333333,83.17,76.8,84.4333333333333,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,clinical_cases_averted,15.7222222222222,15.8333333333333,13.725,17.4716666666667,12.7,19.2,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,clinical_cases_pppa,0.0807861111111111,0.08085,0.0780533333333334,0.08317,0.0768,0.0844333333333333,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,New_Clinical_Cases,2423.58333333333,2425.5,2341.6,2495.1,2304,2533,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,New_Severe_Cases,12.7666666666667,13,6.95,19,5,22,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,PE_clinical_incidence,0.162839216813871,0.16350917882322,0.144414895612186,0.181648972796158,0.133919156414763,0.193094200469326,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,PE_severe_incidence,0.116686095041695,0.148351648351648,-0.156153846153846,0.335416666666667,-0.25,0.5,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,PfHRP2_Prevalence,0.0109334962007234,0.0109528767280693,0.0104795616538017,0.0112945205841216,0.0103657534298039,0.0115291324269888,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,severe_cases,0.425555555555556,0.433333333333333,0.231666666666667,0.633333333333333,0.166666666666667,0.733333333333333,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,severe_cases_averted,0.06,0.0666666666666667,-0.0350000000000001,0.166666666666667,-0.1,0.3,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,severe_cases_pppa,0.000425555555555556,0.000433333333333333,0.000231666666666667,0.000633333333333333,0.000166666666666667,0.000733333333333333,"RTS,S"
>0,1,3tp,0,0.8,0.6,0-0.8,Statistical_Population,30000,30000,30000,30000,30000,30000,"RTS,S"
>0,1,3tp,0.8,0,0.6,0.8-0,clinical_cases,73.515,73.65,71.1916666666667,76.035,70.5333333333333,76.4333333333333,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,clinical_cases_averted,22.9933333333333,23.0666666666667,19.6633333333333,26.8516666666667,18.6333333333333,28.3,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,clinical_cases_pppa,0.073515,0.07365,0.0711916666666667,0.076035,0.0705333333333333,0.0764333333333333,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,New_Clinical_Cases,2205.45,2209.5,2135.75,2281.05,2116,2293,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,New_Severe_Cases,11.2,12,6,17,5,17,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,PE_clinical_incidence,0.238030710091762,0.238688829314957,0.208268779342723,0.273297341577936,0.196002805049088,0.281872509960159,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,PE_severe_incidence,0.166200844269225,0.228758169934641,-0.551515151515151,0.648039215686274,-1.4,0.722222222222222,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,PfHRP2_Prevalence,0.00928483562244223,0.00929474887241859,0.00885430594382446,0.00968415982103684,0.00881552512579853,0.00978118724928048,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,severe_cases,0.373333333333333,0.4,0.2,0.566666666666667,0.166666666666667,0.566666666666667,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,severe_cases_averted,0.112222222222222,0.1,-0.2,0.368333333333333,-0.233333333333333,0.466666666666667,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,severe_cases_pppa,0.000373333333333333,4e-04,2e-04,0.000566666666666667,0.000166666666666667,0.000566666666666667,PMC-3
>0,1,3tp,0.8,0,0.6,0.8-0,Statistical_Population,30000,30000,30000,30000,30000,30000,PMC-3
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases,61.485,61.5333333333333,58.59,64.79,57.3333333333333,65.4333333333333,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,35.0233333333333,34.7166666666667,31.5633333333333,39.5683333333333,29.6333333333333,41.8333333333333,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases_pppa,0.061485,0.0615333333333333,0.05859,0.06479,0.0573333333333333,0.0654333333333333,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,New_Clinical_Cases,1844.55,1846,1757.7,1943.7,1720,1963,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,New_Severe_Cases,10.1333333333333,10,4,15.05,3,17,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,PE_clinical_incidence,0.362689167369251,0.363444696085258,0.333929169705832,0.402444953832875,0.311711079943899,0.420717398592022,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,PE_severe_incidence,0.247758373663946,0.296703296703297,-0.313141025641026,0.666666666666667,-1.8,0.8,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,PfHRP2_Prevalence,0.0082815586057917,0.00830319635411082,0.00783500458324802,0.00873049773369336,0.00772922373009387,0.00884109591520608,"PMC-3 + RTS,S"
>0,1,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases,0.337777777777778,0.333333333333333,0.133333333333333,0.501666666666667,0.1,0.566666666666667,"PMC-3 + RTS,S"
