age_group,Annual_EIR,pmc_mode,pmc_coverage,rtss_coverage,cm_coverage,pmc_rtss_cov,name,mean_val,median_val,low_val,up_val,min_val,max_val,pmc_mode_fct,yint,yint_min
U2,32,3tp,0,0.8,0.6,0-0.8,clinical_cases_averted,775.486111111111,774.491666666667,761.1975,789.009166666666,759.8,791.816666666667,PMC-3,1700,0
U2,32,3tp,0,0.8,0.6,0-0.8,severe_cases_averted,11.4347222222222,11.475,10.3825,12.3875,10.2,12.8,PMC-3,20,0
U2,32,3tp,0.8,0,0.6,0.8-0,clinical_cases_averted,251.219722222222,250.65,230.193333333334,272.896666666667,219.866666666667,279.216666666667,PMC-3,1700,0
U2,32,3tp,0.8,0,0.6,0.8-0,severe_cases_averted,2.21083333333333,2.11666666666667,1.0825,3.77083333333333,-0.333333333333332,3.9,PMC-3,20,0
U2,32,3tp,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,1005.84916666667,1007.75,981.74,1027.60416666667,972.3,1034.96666666667,PMC-3,1700,0
U2,32,3tp,0.8,0.8,0.6,0.8-0.8,severe_cases_averted,13.2744444444444,13.425,11.725,14.2208333333333,11.0833333333333,14.8833333333333,PMC-3,20,0
U2,32,5tp,0.8,0,0.6,0.8-0,clinical_cases_averted,449.097777777778,449.433333333333,433.290833333333,464.871666666667,428.816666666667,467.133333333333,PMC-5,1700,0
U2,32,5tp,0.8,0,0.6,0.8-0,severe_cases_averted,5.53972222222222,5.69166666666667,4.1475,6.67583333333333,3.10000000000001,7.01666666666667,PMC-5,20,0
U2,32,5tp,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,1184.25527777778,1184.7,1163.6675,1199.82666666667,1159.18333333333,1205.96666666667,PMC-5,1700,0
U2,32,5tp,0.8,0.8,0.6,0.8-0.8,severe_cases_averted,15.5561111111111,15.725,14.2108333333333,16.5175,13.65,16.9666666666667,PMC-5,20,0
U2,32,7tp2ndyr,0.8,0,0.6,0.8-0,clinical_cases_averted,667.122777777778,668.966666666667,651.410833333333,680.81,640.05,684.6,PMC-7,1700,0
U2,32,7tp2ndyr,0.8,0,0.6,0.8-0,severe_cases_averted,8.96222222222222,8.975,7.49166666666667,10.4683333333333,6.51666666666667,11.1666666666667,PMC-7,20,0
U2,32,7tp2ndyr,0.8,0.8,0.6,0.8-0.8,clinical_cases_averted,1409.44611111111,1410.66666666667,1388.44916666667,1428.61833333333,1376.9,1432.61666666667,PMC-7,1700,0
U2,32,7tp2ndyr,0.8,0.8,0.6,0.8-0.8,severe_cases_averted,17.7436111111111,17.7916666666667,16.5475,18.8075,15.8666666666667,19.0833333333333,PMC-7,20,0
